id,Label
Université Bordeaux 1 Sciences Et Technologies,Université Bordeaux 1 Sciences Et Technologies
"Universidade De Paris I, Panthéon-sorbonne/DOUTORADO/Histoire","Universidade De Paris I, Panthéon-sorbonne/DOUTORADO/Histoire"
Universidad Politécnica De Valencia,Universidad Politécnica De Valencia
Universitaet Fuer Bodenkultur,Universitaet Fuer Bodenkultur
Tohoku University,Tohoku University
Technische Universität Dresden,Technische Universität Dresden
Universidad Carlos Iii De Madrid,Universidad Carlos Iii De Madrid
Universidad De Salamanca,Universidad De Salamanca
"University Of California, Irvine/DOUTORADO/Engenharia Mecânica","University Of California, Irvine/DOUTORADO/Engenharia Mecânica"
Université Sorbonne Nouvelle - Paris 3,Université Sorbonne Nouvelle - Paris 3
Ecole Nationale Superieure D'agranomie Et Des Industries Alimentaires,Ecole Nationale Superieure D'agranomie Et Des Industries Alimentaires
Escola Superior De Agricultura Luiz De Queiróz - Universidade De São Paulo,Escola Superior De Agricultura Luiz De Queiróz - Universidade De São Paulo
"Pontifícia Universidade Católica Do Rio De Janeiro/DOUTORADO/Engenharia Química, De Materiais E Processos Ambientais","Pontifícia Universidade Católica Do Rio De Janeiro/DOUTORADO/Engenharia Química, De Materiais E Processos Ambientais"
Universidade De Liege - Belgica,Universidade De Liege - Belgica
Escola Bahiana De Medicina E Saúde Pública,Escola Bahiana De Medicina E Saúde Pública
Texas A&m University System,Texas A&m University System
Université Louis Pasteur,Université Louis Pasteur
Universitaet Des Saarlandes,Universitaet Des Saarlandes
Instituto De Fisica Dr. J. A. Balseiro,Instituto De Fisica Dr. J. A. Balseiro
London School Of Economics And Political Science,London School Of Economics And Political Science
The University Of Western Ontario,The University Of Western Ontario
Georg-august-universität Göttingen,Georg-august-universität Göttingen
New School For Social Research,New School For Social Research
Université De Lausanne,Université De Lausanne
Université Paul Verlaine Metz,Université Paul Verlaine Metz
Universidad Central De Venezuela,Universidad Central De Venezuela
"University Of California, Davis/DOUTORADO/Entomology","University Of California, Davis/DOUTORADO/Entomology"
Università Degli Studi Del Molise,Università Degli Studi Del Molise
Universitat Frankfurt An Main - Johann Wolfgang Goethe,Universitat Frankfurt An Main - Johann Wolfgang Goethe
University Of Tokyo,University Of Tokyo
Universite De Paris Xiii (paris-nord),Universite De Paris Xiii (paris-nord)
University Of Georgia,University Of Georgia
Université De Rennes I,Université De Rennes I
Sussex University,Sussex University
Concordia University,Concordia University
Manchester Business School,Manchester Business School
Università Degli Studi Di Genova,Università Degli Studi Di Genova
Universidade De Londres,Universidade De Londres
Faculdade De Ciências Farmacêuticas De Ribeirão Preto- Usp,Faculdade De Ciências Farmacêuticas De Ribeirão Preto- Usp
University Of Utah,University Of Utah
Escola Politécnica Da Universidade De São Paulo,Escola Politécnica Da Universidade De São Paulo
Université D'evry Val D'essonne,Université D'evry Val D'essonne
Instituto De Química De São Carlos,Instituto De Química De São Carlos
Departamento De Engenharia De Materiais,Departamento De Engenharia De Materiais
Instituto De Química De Araraquara-unesp,Instituto De Química De Araraquara-unesp
Instituto De Ciências Exatas,Instituto De Ciências Exatas
Brigham Young University,Brigham Young University
Christian-albrechts-universität Zu Kiel,Christian-albrechts-universität Zu Kiel
Ruhr-universitaet Bochum,Ruhr-universitaet Bochum
James Cook University Of North Queensland,James Cook University Of North Queensland
Universität Leipzig,Universität Leipzig
Universidade Nova De Lisboa,Universidade Nova De Lisboa
Universidade De Caxias Do Sul - Instituto De Biotecnologia,Universidade De Caxias Do Sul - Instituto De Biotecnologia
Ludwig-maximilians-universität München,Ludwig-maximilians-universität München
Universität Kaiserslautern,Universität Kaiserslautern
Departamento De Química Fundamental,Departamento De Química Fundamental
Imperial College Of Science And Technology,Imperial College Of Science And Technology
Casa De Oswaldo Cruz Fiocruz,Casa De Oswaldo Cruz Fiocruz
Mcmaster University,Mcmaster University
Universidade De Coimbra,Universidade De Coimbra
Programa De Pós Graduação Em Psicologia - Pucrs,Programa De Pós Graduação Em Psicologia - Pucrs
Instituto De Botânica,Instituto De Botânica
Eindhoven University Of Technology,Eindhoven University Of Technology
Centre National De La Recherche Scientifique,Centre National De La Recherche Scientifique
Universidade De Stuttgart,Universidade De Stuttgart
"University Of Sussex, Science Policy Research Unit/DOUTORADO/Phd, Science And Technology Studies","University Of Sussex, Science Policy Research Unit/DOUTORADO/Phd, Science And Technology Studies"
The London School Of Economics And Political Science,The London School Of Economics And Political Science
Universitat Erlangen-nurnberg (friedrich-alexander),Universitat Erlangen-nurnberg (friedrich-alexander)
"Universidade Federal Rural Do Rio De Janeiro/DOUTORADO/ De Pós-graduação Em Desenvolvimento, Agricultura E Sociedade","Universidade Federal Rural Do Rio De Janeiro/DOUTORADO/ De Pós-graduação Em Desenvolvimento, Agricultura E Sociedade"
"University Of Cambridge/DOUTORADO/Doctor Of Philosophy, Area Ecologia","University Of Cambridge/DOUTORADO/Doctor Of Philosophy, Area Ecologia"
Ecole Centrale Paris,Ecole Centrale Paris
Laboratório Nacional De Computação Científica,Laboratório Nacional De Computação Científica
"Universidad De Salamanca/DOUTORADO/Derecho (administración, Hacienda Y Justicia En El Estado Social)","Universidad De Salamanca/DOUTORADO/Derecho (administración, Hacienda Y Justicia En El Estado Social)"
"Queen Mary, University Of London/GRADUACAO/Genetics","Queen Mary, University Of London/GRADUACAO/Genetics"
"Queen Mary, University Of London/DOUTORADO/Genetics","Queen Mary, University Of London/DOUTORADO/Genetics"
Universitat Autònoma De Barcelona,Universitat Autònoma De Barcelona
Escola Superior De Agricultura Luiz De Queiroz - Universidade De São Paulo,Escola Superior De Agricultura Luiz De Queiroz - Universidade De São Paulo
Faculdade De Filosofia Ciências E Letras Santo Tomás De Aquino,Faculdade De Filosofia Ciências E Letras Santo Tomás De Aquino
Universidade De Tübingen,Universidade De Tübingen
University Of Nebraska Lincoln,University Of Nebraska Lincoln
Instituto Oceanográfico Da Universidade De São Paulo,Instituto Oceanográfico Da Universidade De São Paulo
"Imperial College, University Of London/DOUTORADO/Mecânica Das Rochas","Imperial College, University Of London/DOUTORADO/Mecânica Das Rochas"
"Universidad De Navarra/DOUTORADO/Alimentación, Fisiología Y Salud","Universidad De Navarra/DOUTORADO/Alimentación, Fisiología Y Salud"
"Rutgers, The State University Of New Jersey/DOUTORADO/Chemistry And Chemical Biology","Rutgers, The State University Of New Jersey/DOUTORADO/Chemistry And Chemical Biology"
Indiana University,Indiana University
Université Louis Pasteur De Strasbourg,Université Louis Pasteur De Strasbourg
Université Du Québec - Inrs-ete,Université Du Québec - Inrs-ete
Université Paris Descartes,Université Paris Descartes
Programa De Doutorado Integrado Em Zootecnia - Ufrpe,Programa De Doutorado Integrado Em Zootecnia - Ufrpe
Nottingham University,Nottingham University
Universidade De Estocolmo,Universidade De Estocolmo
Universidade De Paris Vii Denis Diderot,Universidade De Paris Vii Denis Diderot
Instituto Astronômico E Geofísico - Usp,Instituto Astronômico E Geofísico - Usp
Escola De Pós-graduação Em Economia - Epge,Escola De Pós-graduação Em Economia - Epge
The University Of York,The University Of York
Université Du Québec À Chicoutimi,Université Du Québec À Chicoutimi
Brunel University London,Brunel University London
Universite De Nice Sophia Antipolis,Universite De Nice Sophia Antipolis
Université De Sherbrooke,Université De Sherbrooke
Independent University Of Moscow,Independent University Of Moscow
Escola Superior De Agricultura Luis De Queiroz,Escola Superior De Agricultura Luis De Queiroz
Universidad De La Republica,Universidad De La Republica
University Of Dundee,University Of Dundee
University Of Hawaii,University Of Hawaii
Université De Paris-sud Xi,Université De Paris-sud Xi
The University Of Manchester,The University Of Manchester
Universidade Federal Do Triângulo Mineiro,Universidade Federal Do Triângulo Mineiro
University Of Bath,University Of Bath
Universidad De Alcalá De Henares,Universidad De Alcalá De Henares
University Of Illinois At Chicago,University Of Illinois At Chicago
The Victoria University Of Manchester,The Victoria University Of Manchester
Universidade Federal Da Bahia (em Associação Com Ufal),Universidade Federal Da Bahia (em Associação Com Ufal)
Johannes Gutenberg Universität Mainz,Johannes Gutenberg Universität Mainz
Imperial College Of Science Tecnology And Medicine,Imperial College Of Science Tecnology And Medicine
"Pontifícia Universidade Católica De São Paulo/DOUTORADO/Educação: História, Política, Sociedade","Pontifícia Universidade Católica De São Paulo/DOUTORADO/Educação: História, Política, Sociedade"
Uppsala Universitet,Uppsala Universitet
University Of California At Los Angeles,University Of California At Los Angeles
Ecole Nationale Des Travaux Publics De Le Etat,Ecole Nationale Des Travaux Publics De Le Etat
Escola Paulista De Medicina,Escola Paulista De Medicina
University Of Victoria,University Of Victoria
"Universidade De Brasília/DOUTORADO/Psicologia Social, Do Trabalho E Das Organizações (psto)","Universidade De Brasília/DOUTORADO/Psicologia Social, Do Trabalho E Das Organizações (psto)"
Universidade De Oslo,Universidade De Oslo
Escola Superior De Agricultura &quot;luiz De Queiróz&quot;,Escola Superior De Agricultura &quot;luiz De Queiróz&quot;
Technische Universitaet Berlin,Technische Universitaet Berlin
Institut National Des Sciences Apliquées,Institut National Des Sciences Apliquées
University Of California - Davis,University Of California - Davis
Universidade De Konstanz,Universidade De Konstanz
York University,York University
Faculdade De Arquitetura E Urbanismo - Universidade De São Paulo,Faculdade De Arquitetura E Urbanismo - Universidade De São Paulo
Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam
University Of Duisburg-essen,University Of Duisburg-essen
Montanuniversität Leoben,Montanuniversität Leoben
Departamento De Ecologia,Departamento De Ecologia
University Of Hertfordshire,University Of Hertfordshire
